date,A2C Agent 1,A2C Agent 2,SAC Agent 1,SAC Agent 2,PPO Agent 1,PPO Agent 2,TD3 Agent 1,TD3 Agent 2,Mean Var,djia
2025-03-12 13:30:00+00:00,949821.1166987609,949821.1166987609,922116.3081140135,949821.1166987609,952216.1762012481,952216.1762012481,922116.3081140135,949821.1166987609,837901.7698879181,922907.337682328
2025-03-12 14:30:00+00:00,948660.5401301576,948660.5401301576,920989.6353997804,948660.5401301576,951052.6575626375,951052.6575626375,920989.6353997804,948660.5401301576,836877.8820716313,920703.2512544186
2025-03-12 15:30:00+00:00,959636.8148493958,959636.8148493958,931645.2608575439,959636.8148493958,962056.7572177887,962056.7572177887,931645.2608575439,959636.8148493958,846561.4085680948,924901.7688116534
2025-03-12 16:30:00+00:00,961956.324737091,961956.324737091,933897.0110406493,961956.324737091,964382.1470798492,964382.1470798492,933897.0110406493,961956.324737091,848607.7344874833,927800.9821329521
2025-03-12 17:30:00+00:00,957317.3049617005,957317.3049617005,929393.5106744384,957317.3049617005,959731.3673557282,959731.3673557282,929393.5106744384,957317.3049617005,844515.0826487063,926151.4959411799
2025-03-12 18:30:00+00:00,956447.4571528627,956447.4571528627,928549.0736779786,956447.4571528627,958859.3144763948,958859.3144763948,928549.0736779786,956447.4571528627,843747.6825498359,925688.5435249899
2025-03-12 19:30:00+00:00,958849.824737091,958849.824737091,930881.2610406493,958849.824737091,961267.7720798492,961267.7720798492,930881.2610406493,958849.824737091,845867.107468688,923865.0137589562
2025-03-13 13:30:00+00:00,966429.6923213196,966429.6923213196,938239.6984033203,966429.6923213196,968866.8546833039,968866.8546833039,938239.6984033203,966429.6923213196,852554.2440855326,921794.7331481698
2025-03-13 14:30:00+00:00,961666.4176020812,961666.4176020812,933615.5729455565,961666.4176020812,964091.5050281524,964091.5050281524,933615.5729455565,961666.4176020812,848351.9716266595,916782.6448007188
2025-03-13 15:30:00+00:00,959851.3853144835,959851.3853144835,931853.5630883788,959851.3853144835,962271.8716205596,962271.8716205596,931853.5630883788,959851.3853144835,846750.707655188,913255.7748382394
2025-03-13 16:30:00+00:00,954914.937377472,954914.937377472,927061.3233117675,954914.937377472,957322.9097522736,957322.9097522736,927061.3233117675,954914.937377472,842395.657729854,911612.1366502163
2025-03-13 17:30:00+00:00,968873.4571528627,968873.4571528627,940612.0736779786,968873.4571528627,971316.8144763948,971316.8144763948,940612.0736779786,968873.4571528627,854710.1906250172,913208.8162409713
2025-03-13 18:30:00+00:00,961045.0796809386,961045.0796809386,933012.386132202,961045.0796809386,963468.5920108794,963468.5920108794,933012.386132202,961045.0796809386,847803.8127679807,912229.9302402979
2025-03-13 19:30:00+00:00,958601.3148493958,958601.3148493958,930640.0108575439,958601.3148493958,961018.6322177887,961018.6322177887,930640.0108575439,958601.3148493958,845647.8662284964,911960.2237987393
2025-03-14 13:30:00+00:00,990203.9734492493,990203.9734492493,961319.4628686523,990203.9734492493,992701.4037860871,992701.4037860871,961319.4628686523,990203.9734492493,873528.4714190718,918347.4658635875
2025-03-14 14:30:00+00:00,1001843.8049617005,1001843.8049617005,972619.2606744384,1001843.8049617005,1004370.7423557282,1004370.7423557282,972619.2606744384,1001843.8049617005,883797.403251439,924120.1438329614
2025-03-14 15:30:00+00:00,998405.937377472,998405.937377472,969281.8233117675,998405.937377472,1000924.1597522736,1000924.1597522736,969281.8233117675,998405.937377472,880764.4359929883,922798.4949856859
2025-03-14 16:30:00+00:00,998654.4472651674,998654.4472651674,969523.0734948731,998654.4472651674,1001173.2996143342,1001173.2996143342,969523.0734948731,998654.4472651674,880983.6772331801,925148.4323727681
2025-03-14 17:30:00+00:00,996417.7950740051,996417.7950740051,967351.760491333,996417.7950740051,998930.9774936676,998930.9774936676,967351.760491333,996417.7950740051,879010.4503132551,923817.3568925838
2025-03-14 18:30:00+00:00,998985.8148493958,998985.8148493958,969844.7608575439,998985.8148493958,1001505.5072177887,1001505.5072177887,969844.7608575439,998985.8148493958,881276.0174728354,925615.6616872224
2025-03-14 19:30:00+00:00,1006151.4571528627,1006151.4571528627,976801.0736779786,1006151.4571528627,1008689.3144763948,1008689.3144763948,976801.0736779786,1006151.4571528627,887597.7148505609,926674.848634897
2025-03-17 13:30:00+00:00,990287.6527705383,990287.6527705383,961400.6976708984,990287.6527705383,992785.2952350617,992785.2952350617,961400.6976708984,990287.6527705383,873602.2952751282,930811.743943672
2025-03-17 14:30:00+00:00,988299.4472651674,988299.4472651674,959470.5734948731,988299.4472651674,990792.0496143342,990792.0496143342,959470.5734948731,988299.4472651674,871848.2538371957,931799.79472634
2025-03-17 15:30:00+00:00,980596.146361847,980596.146361847,951992.30866333,980596.146361847,983069.2207874298,983069.2207874298,951992.30866333,980596.146361847,865052.221456848,931445.5977231539
2025-03-17 16:30:00+00:00,987304.5228877258,987304.5228877258,958504.7137841797,987304.5228877258,989794.6030963898,989794.6030963898,958504.7137841797,987304.5228877258,870970.5082616366,933882.5568973669
2025-03-17 17:30:00+00:00,998281.6824336243,998281.6824336243,969161.1982202148,998281.6824336243,1000799.5898212433,1000799.5898212433,969161.1982202148,998281.6824336243,880654.8153728924,937359.5879025228
2025-03-17 18:30:00+00:00,997158.3949885559,997158.3949885559,968070.7253045654,997158.3949885559,999673.4548343659,999673.4548343659,968070.7253045654,997158.3949885559,879663.8248942741,938140.2527611961
2025-03-17 19:30:00+00:00,989832.0302424622,989832.0302424622,960958.3852166748,989832.0302424622,992328.5177005768,992328.5177005768,960958.3852166748,989832.0302424622,873200.3344153769,935010.5233518209
2025-03-18 13:30:00+00:00,959678.2120967102,959678.2120967102,931685.4487695312,959678.2120967102,962098.259407425,962098.259407425,931685.4487695312,959678.2120967102,846597.930188727,931089.6550472069
2025-03-18 14:30:00+00:00,967258.0796809386,967258.0796809386,939043.886132202,967258.0796809386,969697.3420108794,969697.3420108794,939043.886132202,967258.0796809386,853285.0668055713,927435.7001077342
2025-03-18 15:30:00+00:00,974589.437377472,974589.437377472,946161.0733117675,974589.437377472,977047.2847522736,977047.2847522736,946161.0733117675,974589.437377472,859752.9621822243,928730.55287813
2025-03-18 16:30:00+00:00,970571.6923213196,970571.6923213196,942260.6984033203,970571.6923213196,973019.3546833039,973019.3546833039,942260.6984033203,970571.6923213196,856208.4134439264,927704.7082801885
2025-03-18 17:30:00+00:00,966294.6930537415,966294.6930537415,938108.6428613281,966294.6930537415,968731.5131916046,968731.5131916046,938108.6428613281,966294.6930537415,852435.1445715323,928571.6966568884
2025-03-18 18:30:00+00:00,962122.0401301576,962122.0401301576,934057.8853997804,962122.0401301576,964548.2825626375,964548.2825626375,934057.8853997804,962122.0401301576,848753.932486411,929886.4500967583
2025-03-18 19:30:00+00:00,957524.4176020812,957524.4176020812,929594.5729455565,957524.4176020812,959939.0050281524,959939.0050281524,929594.5729455565,957524.4176020812,844697.8022682657,929202.9319272288
2025-03-19 13:30:00+00:00,969204.824737091,969114.0066706237,940933.7610406493,969114.0066706237,971649.0220798492,971577.0929319533,940933.7610406493,969114.0066706237,855002.5308646724,934461.5092685185
2025-03-19 14:30:00+00:00,971317.28518631,971226.2121149598,942984.5103082276,971226.2121149598,973766.8376316072,973694.6534788285,942984.5103082276,971226.2121149598,856866.192922701,934517.5453641434
2025-03-19 15:30:00+00:00,977778.7950740051,977686.9420038757,949257.260491333,977686.9420038757,980244.7274936676,980171.7633421096,949257.260491333,977686.9420038757,862566.6882004832,935722.8451219052
2025-03-19 16:30:00+00:00,973086.7489009094,972995.4622294006,944702.2827844238,972995.4622294006,975540.7869495392,975468.3891966018,944702.2827844238,972995.4622294006,858427.2552323773,932138.106107402
2025-03-19 17:30:00+00:00,982011.9322200011,981919.5681482848,953366.7352532957,981919.5681482848,984488.5956729888,984415.1205198439,953366.7352532957,981919.5681482848,866301.260882467,933406.162800918
2025-03-19 18:30:00+00:00,979642.6824336243,979550.6043650208,951066.6982202148,979550.6043650208,982113.3398212433,982040.1506712112,951066.6982202148,979550.6043650208,864211.0532601206,938125.5891100046
2025-03-19 19:30:00+00:00,973595.3346247864,973503.9865595398,945196.0112237548,973503.9865595398,976050.6619419098,975978.2027952346,945196.0112237548,973503.9865595398,858875.941463258,937642.6487407022
2025-03-20 13:30:00+00:00,985027.2950740051,984934.5670038757,956294.010491333,984934.5670038757,987511.6024936676,987437.7633421096,956294.010491333,984934.5670038757,868961.4845776723,942263.9682406263
2025-03-20 14:30:00+00:00,991157.437377472,991063.9693094788,962245.0733117675,991063.9693094788,993657.2847522736,993582.7056028518,962245.0733117675,991063.9693094788,874369.6396157992,942064.874262246
2025-03-20 15:30:00+00:00,979974.0500178528,979881.9319483337,951388.3855828857,979881.9319483337,982445.5474246979,982372.3182737503,951388.3855828857,979881.9319483337,864503.393499776,939032.5533929289
2025-03-20 16:30:00+00:00,976652.157928009,976560.4408594666,948163.5357293701,976560.4408594666,979115.2343143463,979042.4061643753,948163.5357293701,976560.4408594666,861572.7425372946,936040.8194153026
2025-03-20 17:30:00+00:00,978226.9597773743,978135.0526072083,949692.3329858398,978135.0526072083,980694.0282978058,980621.0100462112,949692.3329858398,978135.0526072083,862962.0695927008,935556.1333732394
2025-03-20 18:30:00+00:00,977944.4472651674,977852.5741983949,949418.0734948731,977852.5741983949,980410.7996143342,980337.8154661332,949418.0734948731,977852.5741983949,862712.8304412114,936067.1790739922
2025-03-20 19:30:00+00:00,981465.172545929,981243.78597052,952835.9480371093,981243.78597052,983940.4499591828,983728.5078430596,952835.9480371093,981243.78597052,865818.8966991258,937307.7414215241
