,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2023-10-26 17:30:00+00:00,NVDA,40.08300018310547,40.56800079345703,39.880191802978516,40.56800079345703,6762917.0,3.0,-0.26751021873779735,43.73678487210682,39.38790041536877,15.239177201807166,-97.91018807254473,86.8927231750307,41.56234264373779,41.56234264373779
1,2023-10-26 18:30:00+00:00,NVDA,40.56050109863281,40.98500061035156,40.49567794799805,40.73699188232422,5495918.0,3.0,-0.2530227363823627,43.630469383110935,39.36723886414718,19.644020429039458,-61.954686849081384,56.08349642117144,41.49885412362906,41.49885412362906
2,2023-10-26 19:30:00+00:00,NVDA,40.729000091552734,40.729000091552734,40.242000579833984,40.274497985839844,4039638.0,3.0,-0.265696800965209,43.56141434928801,39.26138587828593,17.124496125025743,-78.49673127880007,60.335555922964865,41.41140011378697,41.41140011378697
3,2023-10-27 13:30:00+00:00,NVDA,41.12999725341797,41.20600128173828,40.48400115966797,40.715999603271484,11155254.0,4.0,-0.24566549092606493,43.46773678503886,39.26234337446635,26.44139171949716,-47.63481961489861,34.21542028611131,41.3650400797526,41.3650400797526
4,2023-10-27 14:30:00+00:00,NVDA,40.71900177001953,41.03900146484375,40.422000885009766,40.95750045776367,6437651.0,4.0,-0.2127311615859071,43.38116137099772,39.297976335758875,30.840898762166333,-45.440263760928744,35.671505593052494,41.339568853378296,41.339568853378296
5,2023-10-27 15:30:00+00:00,NVDA,40.967002868652344,40.97999954223633,40.689002990722656,40.76799774169922,4331691.0,4.0,-0.19670145856302668,43.30205895018258,39.30983509637648,29.412898266441417,-43.45716442258509,35.67150559305251,41.30594702327953,41.30594702327953
6,2023-10-27 16:30:00+00:00,NVDA,40.77199935913086,40.90999221801758,40.37999725341797,40.49300003051758,3754810.0,4.0,-0.19934911551003154,43.2348515641866,39.28671503873224,27.501321297011756,-58.2558190003453,42.87273239035601,41.26078330145942,41.26078330145942
7,2023-10-27 17:30:00+00:00,NVDA,40.4890022277832,40.49800109863281,40.01499938964844,40.12000274658203,5052756.0,4.0,-0.22288647175601284,43.189315408612295,39.212169030635245,25.20302272715709,-83.84627698316615,49.947559560682606,41.20074221962377,41.20074221962377
8,2023-10-27 18:30:00+00:00,NVDA,40.12586212158203,40.40700149536133,40.07999801635742,40.35599899291992,5080211.0,4.0,-0.22295493346261708,43.130563375935225,39.18644674064193,29.082125452679364,-74.57254368245435,49.94755956068261,41.158505058288576,41.158505058288576
9,2023-10-27 19:30:00+00:00,NVDA,40.363990783691406,40.53499984741211,40.204002380371094,40.50499725341797,3780141.0,4.0,-0.2104780009735876,42.7152752293118,39.317584572934294,31.40558621124285,-61.620533188499614,42.85801336784736,41.12738563900902,41.12738563900902
