,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2025-02-19 14:30:00+00:00,NVDA,139.50999450683594,140.0,137.22000122070312,139.3300018310547,43638802.0,2.0,1.8112534719110442,142.12355134438184,133.7570287947783,61.6331757448959,67.06529521793749,12.065061870340129,135.99085642496746,133.11413065592447
1,2025-02-19 15:30:00+00:00,NVDA,139.3350067138672,140.45509338378906,139.33189392089844,139.94830322265625,26073700.0,2.0,1.7554602169664406,142.2225648993237,134.15184611141848,62.622999552244295,85.35406289179654,15.19607197226379,136.22680002848307,133.39118576049805
2,2025-02-19 16:30:00+00:00,NVDA,139.94000244140625,140.11000061035156,139.49000549316406,139.81500244140625,13424823.0,2.0,1.6811086276426863,142.15627822297037,134.747133642264,62.26473821989046,78.6851536723457,15.196071972263791,136.50995992024738,133.64743576049804
3,2025-02-19 17:30:00+00:00,NVDA,139.81500244140625,141.36000061035156,139.74000549316406,140.639892578125,19599460.0,2.0,1.6695012266555693,142.20255525646968,135.2528158372803,63.59788912470359,92.43396403058094,23.720543766393213,136.84395955403645,133.90885060628256
4,2025-02-19 18:30:00+00:00,NVDA,140.63999938964844,140.85000610351562,140.1199951171875,140.44509887695312,13213960.0,2.0,1.6258423553994703,142.15012621974594,135.81362500095716,63.053706562062764,86.0824438667939,23.720543766393217,137.13962961832684,134.1459088643392
5,2025-02-19 19:30:00+00:00,NVDA,140.44000244140625,140.84500122070312,139.02000427246094,139.31939697265625,20162981.0,2.0,1.4833089869170522,141.82267393787635,136.54801698009243,59.985262354953555,63.74357996053904,12.363074443677585,137.41777598063152,134.35356547037762
6,2025-02-19 20:30:00+00:00,NVDA,139.32000732421875,139.86000061035156,138.77239990234375,139.24000549316406,14622733.0,2.0,1.3484005148198435,141.82497544878964,136.66970533734315,59.77304215427743,48.17969431642943,9.934744721498504,137.7027796427409,134.54531059265136
7,2025-02-20 14:30:00+00:00,NVDA,140.1300048828125,140.52999877929688,136.79010009765625,138.62060546875,45160191.0,3.0,1.1779257781543038,141.62648140751708,137.07225974238526,58.11368024217681,24.68728936880987,7.224296801826459,137.93930002848307,134.72048734029133
8,2025-02-20 15:30:00+00:00,NVDA,138.61000061035156,139.07000732421875,137.11000061035156,138.3000030517578,20769192.0,3.0,1.0053641731075231,141.41686773275623,137.43786401773204,57.26249351304168,2.058782617003975,7.2242968018264655,138.17997029622396,134.8972407023112
9,2025-02-20 16:30:00+00:00,NVDA,138.3000030517578,139.97000122070312,138.22999572753906,139.5800018310547,17027606.0,3.0,0.9608173575519743,141.2688496681164,137.81012219467658,59.70037976471456,38.175553857643166,0.8078728776599129,138.3476369222005,135.08815739949543
10,2025-02-20 17:30:00+00:00,NVDA,139.560302734375,139.839599609375,139.08999633789062,139.49000549316406,11187948.0,3.0,0.9077873257317037,141.15250016764094,138.09347151204656,59.45370669767423,43.457389099726434,0.807872877659904,138.47347056070964,135.26824086507162
