,turbulence,turbulence_bin
2025-02-10 19:30:00+00:00,0.8763226836168618,medium
2025-02-10 20:30:00+00:00,1.5131666525989262,medium
2025-02-11 14:30:00+00:00,0.5548421163476824,low
2025-02-11 15:30:00+00:00,0.4471492981768662,low
2025-02-11 16:30:00+00:00,3.2197467151983385,high
2025-02-11 17:30:00+00:00,1.3337046348434465,medium
2025-02-11 18:30:00+00:00,0.5990499137514994,low
2025-02-11 19:30:00+00:00,0.24962544796523545,low
2025-02-11 20:30:00+00:00,0.640985831417366,low
2025-02-12 14:30:00+00:00,5.759861321706694,high
2025-02-12 15:30:00+00:00,2.568923806301771,high
2025-02-12 16:30:00+00:00,0.5603558246855784,low
2025-02-12 17:30:00+00:00,0.8535945249095803,medium
2025-02-12 18:30:00+00:00,0.9090321802626148,medium
2025-02-12 19:30:00+00:00,1.1966435954401735,medium
2025-02-12 20:30:00+00:00,0.006492439337783463,low
2025-02-13 14:30:00+00:00,8.982811085696449,high
2025-02-13 15:30:00+00:00,2.4910028581072234,high
2025-02-13 16:30:00+00:00,1.0136727931943024,medium
2025-02-13 17:30:00+00:00,0.44715382697751455,low
2025-02-13 18:30:00+00:00,0.5256067177787017,low
2025-02-13 19:30:00+00:00,0.7730031206510332,medium
2025-02-13 20:30:00+00:00,0.2355657944755444,low
2025-02-14 14:30:00+00:00,9.104562199944986,high
2025-02-14 15:30:00+00:00,0.6868357975169079,low
2025-02-14 16:30:00+00:00,0.5505612461191682,low
2025-02-14 17:30:00+00:00,0.8417535780496785,medium
2025-02-14 18:30:00+00:00,1.015591085499009,medium
2025-02-14 19:30:00+00:00,1.6943888570405439,high
2025-02-14 20:30:00+00:00,2.004399407963326,high
2025-02-18 14:30:00+00:00,3.402685012306461,high
2025-02-18 15:30:00+00:00,2.018448968861473,high
2025-02-18 16:30:00+00:00,0.39741102151076124,low
2025-02-18 17:30:00+00:00,0.287950188741375,low
2025-02-18 18:30:00+00:00,0.6772315583277231,low
2025-02-18 19:30:00+00:00,1.2044049434575654,medium
2025-02-18 20:30:00+00:00,1.0103394821491183,medium
2025-02-19 14:30:00+00:00,1.2791269475313665,medium
2025-02-19 15:30:00+00:00,1.069782246678536,medium
2025-02-19 16:30:00+00:00,1.0605938763444638,medium
2025-02-19 17:30:00+00:00,3.900784889985831,high
2025-02-19 18:30:00+00:00,1.1773967736329751,medium
2025-02-19 19:30:00+00:00,1.373995496606098,medium
2025-02-19 20:30:00+00:00,1.511787993570259,medium
2025-02-20 14:30:00+00:00,1.995053359128016,high
2025-02-20 15:30:00+00:00,1.5757384129990444,high
2025-02-20 16:30:00+00:00,0.47980455732568467,low
2025-02-20 17:30:00+00:00,0.8996393105029081,medium
2025-02-20 18:30:00+00:00,1.3533365656388385,medium
2025-02-20 19:30:00+00:00,1.1260111800382635,medium
2025-02-20 20:30:00+00:00,1.09330404253974,medium
2025-02-21 14:30:00+00:00,2.1755535445731797,high
2025-02-21 15:30:00+00:00,1.4535413626241622,medium
2025-02-21 16:30:00+00:00,1.5918632340254504,high
2025-02-21 17:30:00+00:00,4.716925174786564,high
2025-02-21 18:30:00+00:00,3.277978620553883,high
2025-02-21 19:30:00+00:00,1.7163194222425555,high
2025-02-21 20:30:00+00:00,1.505136737986985,medium
2025-02-24 14:30:00+00:00,1.7212061378503192,high
2025-02-24 15:30:00+00:00,0.5996517381521226,low
2025-02-24 16:30:00+00:00,0.2600200792781819,low
2025-02-24 17:30:00+00:00,0.5345177531497398,low
2025-02-24 18:30:00+00:00,1.979533942924231,high
2025-02-24 19:30:00+00:00,1.336041083386586,medium
2025-02-24 20:30:00+00:00,3.6060397543330573,high
2025-02-25 14:30:00+00:00,4.077991883786282,high
2025-02-25 15:30:00+00:00,1.3620230861733555,medium
2025-02-25 16:30:00+00:00,0.24708094601944186,low
2025-02-25 17:30:00+00:00,0.05964435366063919,low
2025-02-25 18:30:00+00:00,0.22661339065677316,low
2025-02-25 19:30:00+00:00,1.2166629790775374,medium
2025-02-25 20:30:00+00:00,1.1051046536482505,medium
2025-02-26 14:30:00+00:00,2.719642077628144,high
2025-02-26 15:30:00+00:00,2.7787531668617405,high
2025-02-26 16:30:00+00:00,1.4559058993962448,medium
2025-02-26 17:30:00+00:00,0.08044319941811195,low
2025-02-26 18:30:00+00:00,0.24888505778217657,low
2025-02-26 19:30:00+00:00,0.3177498428934687,low
2025-02-26 20:30:00+00:00,0.2667124859457096,low
2025-02-27 14:30:00+00:00,3.3784548100096328,high
2025-02-27 15:30:00+00:00,2.4323568021476887,high
2025-02-27 16:30:00+00:00,0.9468539583951162,medium
2025-02-27 17:30:00+00:00,0.4301656969795956,low
2025-02-27 18:30:00+00:00,2.0846500882888095,high
2025-02-27 19:30:00+00:00,2.8433252927186476,high
2025-02-27 20:30:00+00:00,2.1988036741196897,high
2025-02-28 14:30:00+00:00,0.40973278938697616,low
2025-02-28 15:30:00+00:00,0.5819477292241734,low
2025-02-28 16:30:00+00:00,0.1365925765564002,low
2025-02-28 17:30:00+00:00,1.0705958425247886,medium
2025-02-28 18:30:00+00:00,0.8420059391562407,medium
2025-02-28 19:30:00+00:00,0.38628436176820535,low
2025-02-28 20:30:00+00:00,4.808618469842486,high
2025-03-03 14:30:00+00:00,1.3633545784819063,medium
2025-03-03 15:30:00+00:00,1.0563323018383124,medium
2025-03-03 16:30:00+00:00,1.1851858504330064,medium
2025-03-03 17:30:00+00:00,2.0665463248757057,high
2025-03-03 18:30:00+00:00,0.9711695649723041,medium
2025-03-03 19:30:00+00:00,2.340909230821426,high
2025-03-03 20:30:00+00:00,0.9847965496912605,medium
2025-03-04 14:30:00+00:00,1.859195336813645,high
2025-03-04 15:30:00+00:00,1.2552696628669686,medium
2025-03-04 16:30:00+00:00,1.481199351312194,medium
2025-03-04 17:30:00+00:00,1.6016061466477811,high
2025-03-04 18:30:00+00:00,1.748146343793531,high
2025-03-04 19:30:00+00:00,1.5065958867102824,medium
2025-03-04 20:30:00+00:00,0.06707138977589348,low
2025-03-05 14:30:00+00:00,0.7605416223102203,medium
2025-03-05 15:30:00+00:00,1.175413507780659,medium
2025-03-05 16:30:00+00:00,0.16120040929204893,low
2025-03-05 17:30:00+00:00,0.21133405484352005,low
2025-03-05 18:30:00+00:00,2.5087639195200846,high
2025-03-05 19:30:00+00:00,2.192183172070219,high
2025-03-05 20:30:00+00:00,0.8059580879207844,medium
2025-03-06 14:30:00+00:00,3.8127853696975342,high
2025-03-06 15:30:00+00:00,2.2928114710902507,high
2025-03-06 16:30:00+00:00,2.8041969602881043,high
2025-03-06 17:30:00+00:00,1.4397051717815599,medium
2025-03-06 18:30:00+00:00,1.3903042915853259,medium
2025-03-06 19:30:00+00:00,0.775395020270922,medium
2025-03-06 20:30:00+00:00,0.8815697670249114,medium
2025-03-07 14:30:00+00:00,0.0688035560131017,low
2025-03-07 15:30:00+00:00,3.035984361080793,high
2025-03-07 16:30:00+00:00,2.828059169443335,high
2025-03-07 17:30:00+00:00,0.2472263665499462,low
2025-03-07 18:30:00+00:00,2.5750470985685974,high
2025-03-07 19:30:00+00:00,1.6861849868475016,high
2025-03-07 20:30:00+00:00,1.219487857984771,medium
2025-03-10 13:30:00+00:00,2.073795366907034,high
2025-03-10 14:30:00+00:00,1.8024548395326019,high
2025-03-10 15:30:00+00:00,1.0039761922265873,medium
2025-03-10 16:30:00+00:00,1.0657700588851144,medium
2025-03-10 17:30:00+00:00,0.8594000069374417,medium
2025-03-10 18:30:00+00:00,1.4677530045714522,medium
2025-03-10 19:30:00+00:00,0.3635930688373728,low
2025-03-11 13:30:00+00:00,1.4146384104943628,medium
2025-03-11 14:30:00+00:00,6.998299523896736,high
2025-03-11 15:30:00+00:00,1.6587354924938518,high
2025-03-11 16:30:00+00:00,0.017090872247412448,low
2025-03-11 17:30:00+00:00,2.4004693059088718,high
2025-03-11 18:30:00+00:00,1.5515183280998972,high
2025-03-11 19:30:00+00:00,0.5018739895374272,low
2025-03-12 13:30:00+00:00,4.01404524938575,high
2025-03-12 14:30:00+00:00,1.5096371650407492,medium
2025-03-12 15:30:00+00:00,1.5137432164947557,medium
2025-03-12 16:30:00+00:00,1.0638086659221957,medium
2025-03-12 17:30:00+00:00,0.5260090748513186,low
2025-03-12 18:30:00+00:00,0.16314262964228193,low
2025-03-12 19:30:00+00:00,0.4066374473352027,low
2025-03-13 13:30:00+00:00,3.539017124808333,high
2025-03-13 14:30:00+00:00,0.3606817275960135,low
2025-03-13 15:30:00+00:00,0.0720401457661575,low
2025-03-13 16:30:00+00:00,1.5327856560919084,high
2025-03-13 17:30:00+00:00,2.0286865959052895,high
2025-03-13 18:30:00+00:00,0.23655962215997026,low
2025-03-13 19:30:00+00:00,0.5326717796218409,low
2025-03-14 13:30:00+00:00,5.7530624245608974,high
2025-03-14 14:30:00+00:00,2.49305435418798,high
2025-03-14 15:30:00+00:00,1.172172350667591,medium
2025-03-14 16:30:00+00:00,0.802920722920618,medium
2025-03-14 17:30:00+00:00,0.3857777703120496,low
2025-03-14 18:30:00+00:00,0.43534019448146594,low
2025-03-14 19:30:00+00:00,3.74806881842029,high
2025-03-17 13:30:00+00:00,2.52920480438283,high
2025-03-17 14:30:00+00:00,1.7204835735681825,high
2025-03-17 15:30:00+00:00,2.160597084240475,high
2025-03-17 16:30:00+00:00,0.561598117321064,low
2025-03-17 17:30:00+00:00,0.8194353765091753,medium
2025-03-17 18:30:00+00:00,1.2900610221017195,medium
2025-03-17 19:30:00+00:00,0.06720625540104104,low
2025-03-18 13:30:00+00:00,4.236801773323471,high
2025-03-18 14:30:00+00:00,1.223970446942733,medium
2025-03-18 15:30:00+00:00,0.4405359594139056,low
2025-03-18 16:30:00+00:00,0.45812292238221125,low
2025-03-18 17:30:00+00:00,0.5446530021855344,low
2025-03-18 18:30:00+00:00,1.0051641236125193,medium
2025-03-18 19:30:00+00:00,2.270292080695113,high
2025-03-19 13:30:00+00:00,0.4431673485107766,low
2025-03-19 14:30:00+00:00,1.1541007348731753,medium
2025-03-19 15:30:00+00:00,2.2516419426147305,high
2025-03-19 16:30:00+00:00,0.6932434668567737,low
2025-03-19 17:30:00+00:00,1.6205193620427438,high
2025-03-19 18:30:00+00:00,0.958715048974303,medium
2025-03-19 19:30:00+00:00,0.7091103643668604,low
2025-03-20 13:30:00+00:00,2.0257631343244755,high
2025-03-20 14:30:00+00:00,2.370810473439818,high
2025-03-20 15:30:00+00:00,0.3550244578429989,low
2025-03-20 16:30:00+00:00,0.7952654385685195,medium
2025-03-20 17:30:00+00:00,0.4382849375717856,low
2025-03-20 18:30:00+00:00,0.7222768595506786,medium
2025-03-20 19:30:00+00:00,0.11750245273761775,low
2025-03-21 13:30:00+00:00,7.424761984503342,high
2025-03-21 14:30:00+00:00,1.951502370918607,high
2025-03-21 15:30:00+00:00,0.11928997128631648,low
2025-03-21 16:30:00+00:00,0.27267518613414965,low
2025-03-21 17:30:00+00:00,0.07196382090437987,low
2025-03-21 18:30:00+00:00,0.18907696505365554,low
2025-03-21 19:30:00+00:00,1.6785454931227612,high
2025-03-24 13:30:00+00:00,10.328492040328772,high
2025-03-24 14:30:00+00:00,2.783372215809368,high
2025-03-24 15:30:00+00:00,1.2663525522812094,medium
2025-03-24 16:30:00+00:00,0.8294855359125677,medium
2025-03-24 17:30:00+00:00,0.5946684761246913,low
2025-03-24 18:30:00+00:00,0.37595106008612494,low
2025-03-24 19:30:00+00:00,4.781284467388452,high
2025-03-25 13:30:00+00:00,6.875200957453888,high
2025-03-25 14:30:00+00:00,1.341780546327513,medium
2025-03-25 15:30:00+00:00,0.4158486252498537,low
2025-03-25 16:30:00+00:00,0.749697260773659,medium
2025-03-25 17:30:00+00:00,0.49539811243544224,low
2025-03-25 18:30:00+00:00,1.0458158992793887,medium
2025-03-25 19:30:00+00:00,0.5417124100810173,low
2025-03-26 13:30:00+00:00,27.319600271766035,high
2025-03-26 14:30:00+00:00,1.7626615503089806,high
2025-03-26 15:30:00+00:00,1.459196568893731,medium
2025-03-26 16:30:00+00:00,1.1253529932295405,medium
2025-03-26 17:30:00+00:00,0.7112923492916077,low
2025-03-26 18:30:00+00:00,1.2600378314265879,medium
2025-03-26 19:30:00+00:00,0.2834957537698889,low
2025-03-27 13:30:00+00:00,2.8024154544118085,high
2025-03-27 14:30:00+00:00,0.483833784543772,low
2025-03-27 15:30:00+00:00,2.438489304856711,high
2025-03-27 16:30:00+00:00,2.9474748930921253,high
2025-03-27 17:30:00+00:00,0.8648776606100054,medium
2025-03-27 18:30:00+00:00,0.18327215305020095,low
2025-03-27 19:30:00+00:00,1.5659968351308489,high
2025-03-28 13:30:00+00:00,5.34263804754278,high
2025-03-28 14:30:00+00:00,1.377051002804678,medium
2025-03-28 15:30:00+00:00,0.9644992824113499,medium
2025-03-28 16:30:00+00:00,0.7146862178693545,low
2025-03-28 17:30:00+00:00,0.1487725848992812,low
2025-03-28 18:30:00+00:00,1.1364872061613411,medium
2025-03-28 19:30:00+00:00,0.38845385553693124,low
2025-03-31 13:30:00+00:00,25.60959512688353,high
2025-03-31 14:30:00+00:00,1.289519514829507,medium
2025-03-31 15:30:00+00:00,0.5927596437974498,low
2025-03-31 16:30:00+00:00,0.4433551536514996,low
2025-03-31 17:30:00+00:00,0.6835730478889964,low
2025-03-31 18:30:00+00:00,1.1871232661868114,medium
2025-03-31 19:30:00+00:00,2.4007715072764486,high
2025-04-01 13:30:00+00:00,0.06284402002426447,low
2025-04-01 14:30:00+00:00,1.494646694929553,medium
2025-04-01 15:30:00+00:00,1.7296995095250913,high
2025-04-01 16:30:00+00:00,0.49309663874214277,low
2025-04-01 17:30:00+00:00,1.0247077397425666,medium
2025-04-01 18:30:00+00:00,0.23410776660401006,low
2025-04-01 19:30:00+00:00,2.3764498630126565,high
2025-04-02 13:30:00+00:00,0.06847417174705567,low
2025-04-02 14:30:00+00:00,1.5966011103825608,high
2025-04-02 15:30:00+00:00,1.8775085747635705,high
2025-04-02 16:30:00+00:00,1.3680940599532085,medium
2025-04-02 17:30:00+00:00,1.135883804849025,medium
2025-04-02 18:30:00+00:00,0.5297934399995828,low
2025-04-02 19:30:00+00:00,0.06670677475238376,low
2025-04-03 13:30:00+00:00,6.034362801487528,high
2025-04-03 14:30:00+00:00,2.625965068270043,high
2025-04-03 15:30:00+00:00,1.179103991010042,medium
2025-04-03 16:30:00+00:00,0.9726805850881324,medium
2025-04-03 17:30:00+00:00,0.7742336681540621,medium
2025-04-03 18:30:00+00:00,0.8142022676564853,medium
2025-04-03 19:30:00+00:00,2.842275631847951,high
2025-04-04 13:30:00+00:00,12.122498852249237,high
2025-04-04 14:30:00+00:00,1.636651967343123,high
2025-04-04 15:30:00+00:00,1.3381693145943225,medium
2025-04-04 16:30:00+00:00,0.8208149634022234,medium
2025-04-04 17:30:00+00:00,0.5617098145828096,low
2025-04-04 18:30:00+00:00,1.612832382558249,high
2025-04-04 19:30:00+00:00,0.1893254709719258,low
2025-04-07 13:30:00+00:00,1.5402923520464062,high
2025-04-07 14:30:00+00:00,0.545461963473265,low
2025-04-07 15:30:00+00:00,2.687771284323612,high
2025-04-07 16:30:00+00:00,3.8022623775551256,high
2025-04-07 17:30:00+00:00,1.1592972971702478,medium
2025-04-07 18:30:00+00:00,0.4175583548337124,low
2025-04-07 19:30:00+00:00,0.7821902227648907,medium
2025-04-08 13:30:00+00:00,8.148110119840297,high
2025-04-08 14:30:00+00:00,0.9482408848944817,medium
2025-04-08 15:30:00+00:00,0.533098251885093,low
2025-04-08 16:30:00+00:00,0.5321708304878637,low
2025-04-08 17:30:00+00:00,0.5531599662754886,low
2025-04-08 18:30:00+00:00,2.117764852001063,high
2025-04-08 19:30:00+00:00,1.2632390696291729,medium
2025-04-09 13:30:00+00:00,0.6595538057919441,low
2025-04-09 14:30:00+00:00,0.5639407350154864,low
2025-04-09 15:30:00+00:00,0.6654549111593864,low
2025-04-09 16:30:00+00:00,4.8423984996039975,high
2025-04-09 17:30:00+00:00,3.205788299458887,high
2025-04-09 18:30:00+00:00,1.6491961625679064,high
2025-04-09 19:30:00+00:00,1.2597988889148737,medium
2025-04-10 13:30:00+00:00,0.013767820849478063,low
2025-04-10 14:30:00+00:00,0.9699842005088579,medium
2025-04-10 15:30:00+00:00,2.70891812195284,high
2025-04-10 16:30:00+00:00,0.7750595304062479,medium
2025-04-10 17:30:00+00:00,0.025040205680897556,low
2025-04-10 18:30:00+00:00,0.3736702906446596,low
2025-04-10 19:30:00+00:00,0.6107069730648574,low
2025-04-11 13:30:00+00:00,0.6462962189099938,low
2025-04-11 14:30:00+00:00,1.4777634067084082,medium
2025-04-11 15:30:00+00:00,1.9148499478556962,high
2025-04-11 16:30:00+00:00,1.5558213214502015,high
2025-04-11 17:30:00+00:00,1.7940182536542018,high
2025-04-11 18:30:00+00:00,0.9099920592566083,medium
2025-04-11 19:30:00+00:00,1.5527779079410238,high
2025-04-14 13:30:00+00:00,5.078447887757728,high
2025-04-14 14:30:00+00:00,0.5814745606807068,low
2025-04-14 15:30:00+00:00,0.9955402202462198,medium
2025-04-14 16:30:00+00:00,0.4835755142954766,low
2025-04-14 17:30:00+00:00,0.18988557577709217,low
2025-04-14 18:30:00+00:00,0.24214966937219382,low
2025-04-14 19:30:00+00:00,0.284048953934278,low
2025-04-15 13:30:00+00:00,0.4990973758941433,low
2025-04-15 14:30:00+00:00,2.939712536319431,high
2025-04-15 15:30:00+00:00,4.056416204634232,high
2025-04-15 16:30:00+00:00,0.16511944996332725,low
2025-04-15 17:30:00+00:00,0.3490043464420822,low
2025-04-15 18:30:00+00:00,0.1937124068092109,low
2025-04-15 19:30:00+00:00,0.34451620864583204,low
2025-04-16 13:30:00+00:00,12.274504762809197,high
2025-04-16 14:30:00+00:00,1.9045348966461093,high
2025-04-16 15:30:00+00:00,1.4794234736556584,medium
2025-04-16 16:30:00+00:00,0.9539539653078367,medium
2025-04-16 17:30:00+00:00,1.1549090854586943,medium
2025-04-16 18:30:00+00:00,2.393210404749777,high
2025-04-16 19:30:00+00:00,0.7652757637542995,medium
2025-04-17 13:30:00+00:00,1.7875239799329443,high
2025-04-17 14:30:00+00:00,1.1512905936186462,medium
2025-04-17 15:30:00+00:00,0.281574048347795,low
2025-04-17 16:30:00+00:00,0.40951366674436834,low
2025-04-17 17:30:00+00:00,0.387809744634131,low
2025-04-17 18:30:00+00:00,0.26896298949893527,low
2025-04-17 19:30:00+00:00,0.37369551255580796,low
2025-04-21 13:30:00+00:00,11.342067767808484,high
2025-04-21 14:30:00+00:00,1.7345540628452472,high
2025-04-21 15:30:00+00:00,1.1084129995336498,medium
2025-04-21 16:30:00+00:00,0.8878845607046867,medium
2025-04-21 17:30:00+00:00,0.49801774293274015,low
2025-04-21 18:30:00+00:00,0.4482928768391441,low
2025-04-21 19:30:00+00:00,5.656969313766951,high
2025-04-22 13:30:00+00:00,5.684512899015166,high
2025-04-22 14:30:00+00:00,1.577029554473095,high
2025-04-22 15:30:00+00:00,1.453357027028285,medium
2025-04-22 16:30:00+00:00,0.06424771180650407,low
2025-04-22 17:30:00+00:00,0.009800782783586967,low
2025-04-22 18:30:00+00:00,1.9335469991479326,high
2025-04-22 19:30:00+00:00,0.4165812445471125,low
2025-04-23 13:30:00+00:00,7.520038595921698,high
2025-04-23 14:30:00+00:00,1.3723625276774027,medium
2025-04-23 15:30:00+00:00,0.973779294342983,medium
2025-04-23 16:30:00+00:00,0.8522182160706318,medium
2025-04-23 17:30:00+00:00,0.4635509803837564,low
2025-04-23 18:30:00+00:00,2.9262539566843797,high
2025-04-23 19:30:00+00:00,1.3191484108981106,medium
2025-04-24 13:30:00+00:00,3.1339309275910328,high
2025-04-24 14:30:00+00:00,1.4496440670988946,medium
2025-04-24 15:30:00+00:00,1.2973122632428358,medium
2025-04-24 16:30:00+00:00,1.213975819838326,medium
2025-04-24 17:30:00+00:00,0.8727913455032853,medium
2025-04-24 18:30:00+00:00,0.19436597650024504,low
2025-04-24 19:30:00+00:00,1.1670448058639646,medium
2025-04-25 13:30:00+00:00,4.377864853643073,high
2025-04-25 14:30:00+00:00,3.325851701065943,high
2025-04-25 15:30:00+00:00,2.1768955647439103,high
2025-04-25 16:30:00+00:00,2.779175262488373,high
2025-04-25 17:30:00+00:00,0.9844868348717103,medium
2025-04-25 18:30:00+00:00,0.6167759595300976,low
2025-04-25 19:30:00+00:00,0.513561875206087,low
2025-04-28 13:30:00+00:00,2.629385837163602,high
2025-04-28 14:30:00+00:00,3.221812066427056,high
2025-04-28 15:30:00+00:00,1.549588346189158,high
2025-04-28 16:30:00+00:00,1.119214350303189,medium
2025-04-28 17:30:00+00:00,0.24297328384630665,low
2025-04-28 18:30:00+00:00,1.2569592238134684,medium
2025-04-28 19:30:00+00:00,2.1443874154342826,high
2025-04-29 13:30:00+00:00,1.1175009498227038,medium
2025-04-29 14:30:00+00:00,1.0282090314811805,medium
2025-04-29 15:30:00+00:00,0.968296431390946,medium
2025-04-29 16:30:00+00:00,0.46503653989315596,low
2025-04-29 17:30:00+00:00,9.230094551377622,high
2025-04-29 18:30:00+00:00,0.7255314605533997,medium
2025-04-29 19:30:00+00:00,0.454609751518335,low
2025-04-30 13:30:00+00:00,6.248296316512428,high
2025-04-30 14:30:00+00:00,1.4461170234924783,medium
2025-04-30 15:30:00+00:00,1.1373078718418763,medium
2025-04-30 16:30:00+00:00,0.5250871959480522,low
2025-04-30 17:30:00+00:00,0.354490402691042,low
2025-04-30 18:30:00+00:00,1.7423241602921264,high
2025-04-30 19:30:00+00:00,3.972593340621966,high
2025-05-01 13:30:00+00:00,5.950083564405854,high
2025-05-01 14:30:00+00:00,2.0639127682061646,high
2025-05-01 15:30:00+00:00,1.0189583260989414,medium
2025-05-01 16:30:00+00:00,0.6519557232447604,low
2025-05-01 17:30:00+00:00,0.4197133203681278,low
2025-05-01 18:30:00+00:00,1.9124962283685336,high
2025-05-01 19:30:00+00:00,4.489502177183694,high
2025-05-02 13:30:00+00:00,0.9020557656107744,medium
2025-05-02 14:30:00+00:00,1.585413251598962,high
2025-05-02 15:30:00+00:00,1.1849660571406433,medium
2025-05-02 16:30:00+00:00,0.5974018383147868,low
2025-05-02 17:30:00+00:00,0.7218475315650171,low
2025-05-02 18:30:00+00:00,0.062111583032348934,low
2025-05-02 19:30:00+00:00,1.1722084309506466,medium
2025-05-05 13:30:00+00:00,6.408533760576497,high
2025-05-05 14:30:00+00:00,0.5658710338861395,low
2025-05-05 15:30:00+00:00,0.6303806215847642,low
2025-05-05 16:30:00+00:00,0.337992403256715,low
2025-05-05 17:30:00+00:00,1.1124721051677262,medium
2025-05-05 18:30:00+00:00,1.1428356022160933,medium
2025-05-05 19:30:00+00:00,1.1569191332193758,medium
2025-05-06 13:30:00+00:00,4.990621413808418,high
2025-05-06 14:30:00+00:00,1.1140350122092662,medium
2025-05-06 15:30:00+00:00,0.824495164169708,medium
2025-05-06 16:30:00+00:00,0.6707359084052545,low
2025-05-06 17:30:00+00:00,1.359226799215482,medium
2025-05-06 18:30:00+00:00,3.0779534736407457,high
2025-05-06 19:30:00+00:00,0.10981547679870361,low
2025-05-07 13:30:00+00:00,0.04089235778594775,low
2025-05-07 14:30:00+00:00,0.5422164689686789,low
2025-05-07 15:30:00+00:00,0.14773225909725438,low
2025-05-07 16:30:00+00:00,0.8751942199533834,medium
2025-05-07 17:30:00+00:00,2.266734695826551,high
2025-05-07 18:30:00+00:00,0.6792046800907696,low
2025-05-07 19:30:00+00:00,9.518050662175588,high
2025-05-08 13:30:00+00:00,1.8772457322418126,high
2025-05-08 14:30:00+00:00,1.1417785054497538,medium
2025-05-08 15:30:00+00:00,1.1230963979201443,medium
2025-05-08 16:30:00+00:00,0.7073413873763785,low
2025-05-08 17:30:00+00:00,1.0590654648008908,medium
2025-05-08 18:30:00+00:00,2.129287202606283,high
2025-05-08 19:30:00+00:00,1.259049038219595,medium
2025-05-09 13:30:00+00:00,4.4022866988276865,high
2025-05-09 14:30:00+00:00,1.3235453014433747,medium
2025-05-09 15:30:00+00:00,0.9684313889710374,medium
2025-05-09 16:30:00+00:00,0.501879041241577,low
2025-05-09 17:30:00+00:00,0.12508018335063031,low
2025-05-09 18:30:00+00:00,2.1834634308923753,high
2025-05-09 19:30:00+00:00,0.8110870743143411,medium
2025-05-12 13:30:00+00:00,25.1321219253002,high
2025-05-12 14:30:00+00:00,2.199802407837443,high
2025-05-12 15:30:00+00:00,1.52724296810781,medium
2025-05-12 16:30:00+00:00,1.0902469026384074,medium
2025-05-12 17:30:00+00:00,0.7745025446693479,medium
2025-05-12 18:30:00+00:00,0.6665193889344153,low
2025-05-12 19:30:00+00:00,1.3375663072605881,medium
2025-05-13 13:30:00+00:00,29.049936052591825,high
2025-05-13 14:30:00+00:00,1.998572246672755,high
2025-05-13 15:30:00+00:00,1.3455763215386292,medium
2025-05-13 16:30:00+00:00,0.9823224684030019,medium
2025-05-13 17:30:00+00:00,0.5503489004518352,low
2025-05-13 18:30:00+00:00,0.09088131497594525,low
2025-05-13 19:30:00+00:00,1.4009830398082124,medium
2025-05-14 13:30:00+00:00,6.295942741869604,high
2025-05-14 14:30:00+00:00,3.047542359314264,high
2025-05-14 15:30:00+00:00,1.8807850257715801,high
2025-05-14 16:30:00+00:00,0.9113950478041041,medium
