date,Unnamed: 0,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence,turbulence_bin,return
2025-01-30 19:30:00+00:00,0,NVDA,121.4542999267578,123.4800033569336,121.0,123.41500091552734,43926561.0,3.0,-2.7749399150595764,128.7948142122393,117.17467507609076,42.73917404659014,-20.626883010256723,12.482384656985614,124.08501358032228,133.72044156392414,,,
2025-01-30 20:30:00+00:00,1,NVDA,123.41000366210938,125.0,121.93000030517578,124.91000366210938,47647645.0,3.0,-2.330721395001021,128.98321817284196,117.30027181739244,44.61946776157523,8.942215798369396,4.260614525726945,123.50501022338868,133.5027998606364,,,0.01211362261873905
2025-01-31 14:30:00+00:00,2,NVDA,123.80999755859376,126.62999725341795,123.20999908447266,126.18599700927734,84699752.0,4.0,-1.8543373713064144,129.2930922362776,117.53199779057788,46.1798907422024,53.75480326611019,3.79992592264346,122.9767100016276,133.30156656901042,,,0.010215301495143825
2025-01-31 15:30:00+00:00,3,NVDA,126.18000030517578,127.8499984741211,125.75,126.75,58838231.0,4.0,-1.4149782837238547,129.40629862529192,117.49179173725688,46.864474274467135,119.32683134588692,9.403831397818037,122.4483632405599,133.11256663004556,,,0.004469616313141245
2025-01-31 16:30:00+00:00,4,NVDA,126.73999786376952,126.97000122070312,124.05999755859376,125.30999755859376,44879038.0,4.0,-1.1694979593343078,129.30438198311356,117.51570850150556,45.34119371019301,82.7298316635309,0.7161244454103796,122.49102986653646,132.90631663004558,,,-0.011360966007149753
2025-01-31 17:30:00+00:00,5,NVDA,125.31999969482422,125.95480346679688,124.11000061035156,124.16999816894533,27608473.0,4.0,-1.0547825800343276,128.97273663586566,117.58685351306012,44.165527014229,59.7459294150929,0.7161244454103713,122.658363087972,132.68031667073566,0.8913068116134332,medium,-0.009097433659396414
2025-01-31 18:30:00+00:00,6,NVDA,124.1511001586914,124.42759704589844,122.56999969482422,123.01000213623048,34339688.0,4.0,-1.0454208401151703,128.36988548442736,117.73169456318008,42.99210266947741,19.77920015337407,6.975711739524883,122.76669642130534,132.42187334696453,2.4017127303284442,high,-0.00934199927374213
2025-01-31 19:30:00+00:00,7,NVDA,123.0250015258789,123.12999725341795,119.88009643554688,120.10990142822266,48003349.0,4.0,-1.2575195808159805,127.2853079807564,117.92925195576706,40.22784646394208,-46.16334370313216,18.585215962806515,122.84119313557945,132.10737177530925,3.2845636856218343,high,-0.02357613736804942
2025-01-31 20:30:00+00:00,8,NVDA,120.1050033569336,120.3499984741211,119.19000244140624,120.0,40804602.0,4.0,-1.4181301658863248,127.17575061911197,117.63880931741149,40.12670328454493,-82.05016588244006,21.27948240273049,122.88102645874024,131.7852035522461,1.5376952745166919,high,-0.0009150072301769008
2025-02-03 14:30:00+00:00,9,NVDA,114.70999908447266,116.38999938964844,113.01000213623048,115.76000213623048,133603571.0,0.0,-1.8660370901494472,127.65175894131158,116.44064141879583,36.46738643861192,-207.5024917178506,40.21818775195409,122.81369323730468,131.35487683614096,2.824905203408918,high,-0.03533331553141261
2025-02-03 15:30:00+00:00,10,NVDA,115.75,117.98999786376952,115.41999816894533,116.53700256347656,54914957.0,0.0,-2.133712998550791,127.82080848150716,115.62545235223308,37.54707425266597,-158.40922949177775,31.464980801573457,122.74792658487956,130.94249356587727,1.2483835884269623,medium,0.006712166662986796
2025-02-03 16:30:00+00:00,11,NVDA,116.54000091552734,117.4000015258789,115.8499984741211,115.88999938964844,28736939.0,0.0,-2.370727561751224,128.07131927779653,114.8049418611195,37.005354763008505,-154.3809750830864,31.46498080157346,122.55192667643227,130.51432685852052,1.0820180039354677,medium,-0.0055519119215007295
2025-02-03 17:30:00+00:00,12,NVDA,115.87999725341795,116.48999786376952,115.51000213623048,115.93990325927734,28422904.0,0.0,-2.525424958570312,128.26385832847944,114.11539277015336,37.07779058478721,-150.82210638516966,32.48832978347856,122.39092356363932,130.09949188232423,0.7791371420099005,medium,0.0004306141159007293
2025-02-03 18:30:00+00:00,13,NVDA,115.94000244140624,118.56999969482422,115.9000015258789,117.6447982788086,36003187.0,0.0,-2.4818438296361194,128.0950414727709,113.73368930115488,39.534990863532656,-107.75911912513044,20.701993206887742,122.11175028483072,129.62059008280437,0.4553122024887796,low,0.014704989150444492
2025-02-03 19:30:00+00:00,14,NVDA,117.6449966430664,118.13140106201172,117.1500015258789,117.46990203857422,27327687.0,0.0,-2.4333677867618064,127.79955062159516,113.39517060032868,39.37182540307053,-95.83427067277556,20.701993206887742,121.82441380818685,129.1450050354004,1.4285472884950627,medium,-0.0014866466073568674
