time/total_timesteps,train/reward,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/clip_fraction
56320,-14.618483,440,2245,25,2546.7816528320313,-9.140249458141624e-05,4390,5.052425e-07,1087.808349609375,-1.4129647254943847,1.3575277728743006e-05,0.99405837059021,0.2,0.0003745555877685547,0.0
56448,2.0689468,441,2245,25,3175.984765625,-0.00011032670736312866,4400,1.8291175e-06,1766.6114501953125,-1.412966603040695,1.3575277728743006e-05,0.9940140843391418,0.2,0.0015870332717895508,0.0
56576,-0.6853689,442,2245,25,2863.2407836914062,-0.00015392089262604712,4410,3.556721e-06,1448.32177734375,-1.4129141926765443,1.3575277728743006e-05,0.9939835071563721,0.2,0.001976311206817627,0.0
56704,16.314661,443,2245,25,1337.1213439941407,-0.0003111539874225855,4420,5.3113326e-06,697.3402709960938,-1.4128891706466675,1.3575277728743006e-05,0.9939488172531128,0.2,0.0024979114532470703,0.0
56832,-3.7387564,444,2245,25,713.4240661621094,-1.2425263412296772e-05,4430,1.9846484e-06,360.35089111328125,-1.4128491640090943,1.3575277728743006e-05,0.9939115047454834,0.2,0.0008134841918945312,0.0
56960,-2.5221395,445,2245,25,851.4600891113281,-0.00036940861027687786,4440,1.5216414e-05,462.7089538574219,-1.4128278613090515,1.3575277728743006e-05,0.9939123392105103,0.2,-0.00366055965423584,0.0
57088,3.0910962,446,2245,25,1480.9822998046875,-7.18957744538784e-06,4450,9.83011e-07,494.1693115234375,-1.4128227055072784,1.3575277728743006e-05,0.9938812255859375,0.2,0.0014511942863464355,0.0
57216,4.8370695,447,2244,25,5750.154321289063,-0.00011034277267754077,4460,1.0360964e-06,2722.258056640625,-1.4127631843090058,1.3575277728743006e-05,0.9937834739685059,0.2,0.0008117556571960449,0.0
57344,14.127283,448,2244,25,1019.1175231933594,-8.618133142590523e-05,4470,1.1334196e-06,514.8904418945312,-1.412658154964447,1.3575277728743006e-05,0.9937013983726501,0.2,0.002113044261932373,0.0
57472,-1.0815424,449,2244,25,285.5183700561523,-0.0002712986432015896,4480,6.08759e-06,142.54705810546875,-1.4125315606594087,1.3575277728743006e-05,0.9934740662574768,0.2,0.00033396482467651367,0.0
57600,4.361101,450,2244,25,205.4292106628418,-0.0005244545172899961,4490,2.1346379e-05,118.51583099365234,-1.412089568376541,1.3575277728743006e-05,0.9927816390991211,0.2,0.00450897216796875,0.0
57728,-6.9645376,451,2244,25,1196.0506744384766,1.11414585262537e-05,4500,5.435664e-06,601.1246948242188,-1.4114982545375825,1.3575277728743006e-05,0.9924800992012024,0.2,-0.002068758010864258,0.0
57856,2.9184937,452,2244,25,4159.969934082032,-0.0001172336284071207,4510,9.4249845e-07,2453.056884765625,-1.4113521039485932,1.3575277728743006e-05,0.9924038648605347,0.2,0.0005376935005187988,0.0
57984,-14.14088,453,2244,25,2909.498010253906,-5.417577922344208e-05,4520,8.1397593e-07,1428.3580322265625,-1.4112882316112518,1.3575277728743006e-05,0.9923561811447144,0.2,0.003577709197998047,0.0
58112,4.064386,454,2244,25,3742.12451171875,-5.6125177070498464e-05,4530,6.123446e-07,1994.5723876953125,-1.4112589955329895,1.3575277728743006e-05,0.9923501014709473,0.2,0.0013838410377502441,0.0
58240,3.6105533,455,2244,25,2072.892010498047,-0.0001003962242975831,4540,6.7055225e-07,1071.41650390625,-1.4112550556659698,1.3575277728743006e-05,0.9923341870307922,0.2,0.002062499523162842,0.0
58368,17.654524,456,2244,26,5605.821435546875,-5.182716995477676e-06,4550,4.9360096e-08,2802.132080078125,-1.4112297892570496,1.3575277728743006e-05,0.9923063516616821,0.2,0.0016893744468688965,0.0
58496,3.1105504,457,2244,26,4448.522253417968,-5.493569187819958e-05,4560,6.756745e-07,2288.827392578125,-1.4112345218658446,1.3575277728743006e-05,0.992379367351532,0.2,3.427267074584961e-05,0.0
58624,3.4416344,458,2244,26,5349.619189453125,-0.00025690165348351,4570,3.6712736e-06,2792.36767578125,-1.4113325893878936,1.3575277728743006e-05,0.9924598932266235,0.2,0.0010886788368225098,0.0
58752,-19.234165,459,2244,26,5841.917065429688,-0.0001226987224072218,4580,1.0388903e-06,2844.46484375,-1.411399245262146,1.3575277728743006e-05,0.9925181269645691,0.2,0.0004455447196960449,0.0
58880,-15.410918,460,2244,26,1725.2546447753907,-0.00024839297402650117,4590,1.2788922e-05,802.7871704101562,-1.411452555656433,1.3575277728743006e-05,0.992557168006897,0.2,0.004029512405395508,0.0
59008,24.685753,461,2244,26,2342.369775390625,-3.453167155385017e-05,4600,4.5867637e-07,1091.6787109375,-1.4114641070365905,1.3575277728743006e-05,0.992546021938324,0.2,-0.0020875930786132812,0.0
59136,3.5034232,462,2244,26,2200.8708679199217,-0.00012048548087477684,4610,3.141351e-06,1153.1685791015625,-1.4114193797111512,1.3575277728743006e-05,0.9924522042274475,0.2,0.0031088590621948242,0.0
59264,5.273573,463,2244,26,2520.5176513671877,8.603464812040329e-06,4620,2.4074689e-07,1184.697998046875,-1.4113211810588837,1.3575277728743006e-05,0.992377519607544,0.2,-0.00014650821685791016,0.0
59392,3.5445995,464,2244,26,3226.7088134765627,-0.00033212341368198394,4630,9.095762e-06,1558.29345703125,-1.4112898528575897,1.3575277728743006e-05,0.992400586605072,0.2,-0.0030869245529174805,0.0
59520,-3.0855355,465,2244,26,9878.934790039062,-8.67829192429781e-05,4640,5.251728e-06,4956.59814453125,-1.411327600479126,1.3575277728743006e-05,0.9924309849739075,0.2,-0.002131819725036621,0.0
59648,-6.1913867,466,2244,26,964.6812133789062,-6.154659204185008e-05,4650,2.4074689e-07,458.565185546875,-1.4113359928131104,1.3575277728743006e-05,0.9924106001853943,0.2,0.006912350654602051,0.0
59776,4.566574,467,2244,26,399.39005279541016,-0.00018562192562967538,4660,4.2202882e-06,232.59649658203125,-1.4113445341587068,1.3575277728743006e-05,0.9924872517585754,0.2,-0.002351522445678711,0.0
59904,15.762258,468,2244,26,563.7268218994141,-0.0002903094980865717,4670,7.887371e-06,300.2059631347656,-1.4114467680454255,1.3575277728743006e-05,0.9925943613052368,0.2,0.002942502498626709,0.0
60032,6.7299604,469,2244,26,1738.0879943847656,-8.167554624378681e-05,4680,6.960705e-06,822.5947265625,-1.4115283012390136,1.3575277728743006e-05,0.9926281571388245,0.2,0.0005019307136535645,0.0
60160,-0.99863946,470,2244,26,2575.653845214844,-0.0003675126703456044,4690,4.251953e-06,829.907958984375,-1.411534208059311,1.3575277728743006e-05,0.992609977722168,0.2,0.0011209845542907715,0.0
60288,-27.502031,471,2244,26,1975.7456359863281,-0.0001305057783611119,4700,4.3013133e-06,1075.4246826171875,-1.411484271287918,1.3575277728743006e-05,0.9925056099891663,0.2,0.002038121223449707,0.0
60416,-5.2678466,472,2244,26,1843.7648864746093,-7.746662013232707e-05,4710,1.3201497e-06,861.7103271484375,-1.4113668918609619,1.3575277728743006e-05,0.9924159646034241,0.2,-1.0728836059570312e-06,0.0
60544,15.833898,473,2244,26,1881.6462768554688,-8.016079664230347e-05,4720,1.3303943e-06,1130.2786865234375,-1.4113202750682832,1.3575277728743006e-05,0.9924295544624329,0.2,-0.0013560056686401367,0.0
60672,-44.029682,474,2244,27,5560.825024414063,-0.0003393394406884909,4730,1.3941899e-06,2711.950439453125,-1.4113604187965394,1.3575277728743006e-05,0.9924680590629578,0.2,0.0015146136283874512,0.0
60800,-3.4958618,475,2244,27,1264.039370727539,-5.586594343185425e-05,4740,3.0826777e-07,585.6791381835938,-1.4114410400390625,1.3575277728743006e-05,0.9926248788833618,0.2,-0.0007660388946533203,0.0
60928,8.624814,476,2244,27,3839.73349609375,-2.7334410697221755e-05,4750,1.8626451e-07,1463.1099853515625,-1.4115837335586547,1.3575277728743006e-05,0.9926945567131042,0.2,0.00010710954666137695,0.0
61056,-8.700919,477,2244,27,9175.347973632812,-3.583659417927265e-05,4760,4.6240166e-07,4162.0205078125,-1.4116009593009948,1.3575277728743006e-05,0.9926769733428955,0.2,3.88026237487793e-05,0.0
61184,-2.388138,478,2244,27,1816.3131103515625,-8.133952505886554e-05,4770,5.6950375e-07,1036.2696533203125,-1.4115784645080567,1.3575277728743006e-05,0.9926624298095703,0.2,0.0017435550689697266,0.0
61312,13.066506,479,2244,27,2461.3174072265624,-0.0003342524170875549,4780,4.3557957e-06,1244.9173583984375,-1.411571055650711,1.3575277728743006e-05,0.9926507472991943,0.2,0.0024521946907043457,0.0
61440,-23.348349,480,2244,27,1745.4027587890625,1.2237043119966983e-05,4790,7.0314854e-08,875.3367309570312,-1.4115486562252044,1.3575277728743006e-05,0.9926245808601379,0.2,0.0003369450569152832,0.0
61568,0.52955043,481,2244,27,2522.2051635742187,-0.00010725422762334347,4800,7.627532e-07,1247.812255859375,-1.4115323781967164,1.3575277728743006e-05,0.9926221370697021,0.2,-0.00046956539154052734,0.0
61696,1.0996764,482,2244,27,2728.5595581054686,-0.0003941296134144068,4810,9.019859e-06,1294.188232421875,-1.4115206599235535,1.3575277728743006e-05,0.9925845265388489,0.2,0.0026818513870239258,0.0
61824,-1.937281,483,2244,27,6768.617041015625,-0.00011494383215904236,4820,6.724149e-06,3537.98046875,-1.411458921432495,1.3575277728743006e-05,0.9925044178962708,0.2,0.001066744327545166,0.0
61952,-2.7153244,484,2244,27,825.8940002441407,-0.00019294372759759426,4830,2.4810433e-06,499.45074462890625,-1.4113693594932557,1.3575277728743006e-05,0.9924139976501465,0.2,0.0030321478843688965,0.0
62080,-0.88127655,485,2244,27,356.38768157958987,-0.00014035345520824194,4840,1.497101e-06,150.4597625732422,-1.411296045780182,1.3575277728743006e-05,0.9923598170280457,0.2,-0.004844784736633301,0.0
62208,-4.728646,486,2244,27,689.8200866699219,-8.121230639517308e-05,4850,2.4950132e-06,233.83340454101562,-1.4112391829490663,1.3575277728743006e-05,0.992290735244751,0.2,0.00217282772064209,0.0
62336,-19.07077,487,2244,27,1391.2454162597655,-0.00011915918439626693,4860,1.1976808e-06,636.4708862304688,-1.4111858904361725,1.3575277728743006e-05,0.9922834634780884,0.2,0.0028172731399536133,0.0
62464,14.68523,488,2244,27,5144.484411621093,-3.100766334682703e-05,4870,3.4179538e-07,2503.024169921875,-1.4111817300319671,1.3575277728743006e-05,0.9922441244125366,0.2,-0.0010339021682739258,0.0
62592,1.4668975,489,2244,27,1622.942449951172,-0.0005602855002507567,4880,6.0568564e-06,737.05224609375,-1.4112288773059845,1.3575277728743006e-05,0.9924790263175964,0.2,0.0007131099700927734,0.0
62720,-36.079002,490,2244,27,2406.2906005859377,-6.074183620512486e-05,4890,1.185108e-06,1177.19873046875,-1.4114710688591003,1.3575277728743006e-05,0.992590606212616,0.2,0.0016151666641235352,0.0
62848,-10.700394,491,2243,28,4413.696618652344,-3.9506377652287485e-05,4900,8.7171793e-07,2667.59765625,-1.4115008771419526,1.3575277728743006e-05,0.992588222026825,0.2,0.002942025661468506,0.0
62976,-8.840241,492,2243,28,4404.962048339844,-4.168404266238213e-05,4910,1.1129305e-06,2076.34228515625,-1.4114890575408936,1.3575277728743006e-05,0.9925623536109924,0.2,-0.0004913806915283203,0.0
63104,-6.7686677,493,2243,28,3964.252233886719,-0.0002264734823256731,4920,2.2151507e-06,1877.8287353515625,-1.4114744424819947,1.3575277728743006e-05,0.9925761222839355,0.2,-0.0011339187622070312,0.0
63232,-29.049046,494,2243,28,6689.206103515625,-6.242886884137988e-05,4930,8.526258e-07,3700.220703125,-1.4114959359169006,1.3575277728743006e-05,0.9925895929336548,0.2,-0.0012589693069458008,0.0
63360,6.654856,495,2243,28,6054.249926757812,-9.389286860823631e-05,4940,7.459894e-07,3882.66162109375,-1.411492294073105,1.3575277728743006e-05,0.9925652742385864,0.2,0.0005549788475036621,0.0
63488,-4.209423,496,2243,28,2337.1127380371095,-6.588203832507134e-05,4950,5.662441e-07,1288.4161376953125,-1.4114580631256104,1.3575277728743006e-05,0.9925310015678406,0.2,0.003524303436279297,0.0
63616,-1.1107869,497,2243,28,1413.7177368164062,-0.0002826574258506298,4960,8.741859e-06,731.9410400390625,-1.411402451992035,1.3575277728743006e-05,0.9924167990684509,0.2,0.0042542219161987305,0.0
63744,18.257118,498,2243,28,3533.2957275390627,4.467768594622612e-05,4970,2.4931505e-06,1860.61865234375,-1.4112823128700256,1.3575277728743006e-05,0.9923496246337891,0.2,0.00031888484954833984,0.0
63872,10.775342,499,2243,28,2416.796746826172,-5.068010650575161e-05,4980,4.6379864e-07,1236.462890625,-1.4112283885478973,1.3575277728743006e-05,0.9922766089439392,0.2,-0.0017670392990112305,0.0
64000,-2.1497214,500,2243,28,3167.2564453125,-0.000321537209674716,4990,6.8997033e-06,1797.0263671875,-1.4111553490161897,1.3575277728743006e-05,0.992225170135498,0.2,0.0003383159637451172,0.0
64128,-1.2332091,501,2243,28,4198.244592285157,-0.0002839887980371714,5000,1.2694858e-05,2031.4468994140625,-1.4111575841903687,1.3575277728743006e-05,0.9923035502433777,0.2,0.0008832812309265137,0.0
64256,-9.12718,502,2243,28,970.3310791015625,-0.0004587057512253523,5010,1.8481165e-05,478.9320373535156,-1.4112403213977813,1.3575277728743006e-05,0.9923365116119385,0.2,0.0022179484367370605,0.0
64384,-0.3896192,503,2243,28,410.32823791503904,-0.0004178581293672323,5020,1.5904661e-05,220.7921905517578,-1.4111340165138244,1.3575277728743006e-05,0.9920278787612915,0.2,0.0011678338050842285,0.0
64512,5.9321475,504,2243,28,1198.9296508789062,-0.0006021287292242051,5030,2.2877939e-05,549.2124633789062,-1.4108278095722198,1.3575277728743006e-05,0.9918844699859619,0.2,0.0020427703857421875,0.0
64640,-3.7091935,505,2243,28,2144.4257202148438,-0.0001389028038829565,5040,3.5627745e-06,1050.8858642578125,-1.4107899427413941,1.3575277728743006e-05,0.9918752908706665,0.2,-0.0009633302688598633,0.0
64768,0.82872874,506,2243,28,4868.47646484375,-0.00022789696231484413,5050,3.2973476e-06,2173.848876953125,-1.4108238875865937,1.3575277728743006e-05,0.9919952154159546,0.2,0.0016398429870605469,0.0
64896,15.485856,507,2243,28,1419.4006378173829,-8.368734270334244e-05,5060,1.6856939e-06,730.3547973632812,-1.4109398782253266,1.3575277728743006e-05,0.9920476675033569,0.2,0.001093447208404541,0.0
65024,10.882425,508,2243,28,2010.5870788574218,-8.840060327202082e-05,5070,8.67527e-07,879.1851196289062,-1.4109649538993836,1.3575277728743006e-05,0.9920749068260193,0.2,0.000676274299621582,0.0
65152,13.260863,509,2243,29,5885.723217773438,-1.3302848674356938e-05,5080,2.6635826e-07,3256.554443359375,-1.4109875321388246,1.3575277728743006e-05,0.9920781254768372,0.2,0.0011869072914123535,0.0
65280,-5.4645343,510,2243,29,2681.2803466796877,-9.674383327364921e-05,5090,1.8808059e-06,1252.5174560546875,-1.410944414138794,1.3575277728743006e-05,0.9919735789299011,0.2,8.96453857421875e-05,0.0
65408,-3.2169614,511,2244,29,3984.1854736328123,-0.00036001349799335,5100,9.4799325e-06,1869.6126708984375,-1.4108514666557312,1.3575277728743006e-05,0.9919397234916687,0.2,-0.0007693767547607422,0.0
65536,-12.611969,512,2244,29,7152.7107421875,-3.9026560261845586e-05,5110,3.9162114e-06,3158.135498046875,-1.4108523845672607,1.3575277728743006e-05,0.9919552206993103,0.2,0.0014404654502868652,0.0
65664,-13.747894,513,2244,29,4895.219372558594,-4.345322959125042e-05,5120,3.441237e-07,2315.719970703125,-1.4108442485332489,1.3575277728743006e-05,0.9919096827507019,0.2,0.0013883709907531738,0.0
65792,-0.023992538,514,2244,29,2448.1497314453127,-5.7101994752883914e-05,5130,8.214265e-07,997.6240234375,-1.41081622838974,1.3575277728743006e-05,0.9919300675392151,0.2,-0.004465341567993164,0.0
65920,-11.350901,515,2244,29,1731.9421630859374,-0.00016463287174701692,5140,2.0833686e-06,839.044189453125,-1.410780119895935,1.3575277728743006e-05,0.9917454719543457,0.2,0.0012193918228149414,0.0
66048,1.3225384,516,2244,29,2784.3889770507812,-1.9617052748799325e-05,5150,2.5937334e-07,1334.7847900390625,-1.4105754792690277,1.3575277728743006e-05,0.9916319847106934,0.2,-0.001031041145324707,0.0
66176,0.8116628,517,2244,29,1422.5598388671874,-0.00012552463449537753,5160,1.3317913e-06,669.66748046875,-1.4105234920978547,1.3575277728743006e-05,0.9916061162948608,0.2,0.0006265640258789062,0.0
66304,3.1329112,518,2244,29,6095.359130859375,-0.00021994253620505333,5170,3.1054951e-06,3256.484130859375,-1.4104740619659424,1.3575277728743006e-05,0.9915242195129395,0.2,0.0002676844596862793,0.0
66432,-0.8618047,519,2244,29,1640.5055358886718,-0.0003091643564403057,5180,1.0315329e-05,894.7788696289062,-1.410379672050476,1.3575277728743006e-05,0.9914265871047974,0.2,-0.0023903846740722656,0.0
66560,1.4173963,520,2244,29,945.4309051513671,-0.0002845647744834423,5190,5.34812e-06,502.376953125,-1.4103175282478333,1.3575277728743006e-05,0.9914312362670898,0.2,0.001200556755065918,0.0
66688,14.895937,521,2244,29,278.614933013916,-0.0005517856916412711,5200,4.1868072e-05,125.00773620605469,-1.410424029827118,1.3575277728743006e-05,0.991611659526825,0.2,-0.0018709897994995117,0.0
66816,3.0785923,522,2244,29,1338.3890380859375,-0.000255251070484519,5210,1.5834346e-05,648.3414916992188,-1.4105445325374604,1.3575277728743006e-05,0.9916347861289978,0.2,0.0014570951461791992,0.0
66944,-17.411037,523,2244,29,1030.5740905761718,-9.255898185074329e-05,5220,3.573019e-06,452.3297424316406,-1.4104967057704925,1.3575277728743006e-05,0.9915288090705872,0.2,0.006456732749938965,0.0
67072,5.842764,524,2244,29,5512.0712890625,-0.00014421411324292422,5230,2.8107315e-06,2168.5615234375,-1.4103864312171936,1.3575277728743006e-05,0.991451621055603,0.2,0.0004087090492248535,0.0
67200,0.72875494,525,2244,29,727.0823211669922,-0.00040701925754547117,5240,2.0003878e-05,354.935546875,-1.4103574097156524,1.3575277728743006e-05,0.9914887547492981,0.2,0.0030648112297058105,0.0
67328,80.1358,526,2244,29,2680.0022094726564,-0.000435735541395843,5250,1.7017592e-05,1422.9873046875,-1.410558545589447,1.3575277728743006e-05,0.991891086101532,0.2,-0.0014938116073608398,0.0
67456,-13.102677,527,2244,30,4808.819274902344,0.0002793317195028067,5260,1.3077632e-05,2603.279052734375,-1.4109744548797607,1.3575277728743006e-05,0.9921853542327881,0.2,0.000976264476776123,0.0
67584,-16.268494,528,2244,30,3730.024938964844,-3.3534644171595576e-05,5270,2.1280721e-07,2037.223388671875,-1.4111212491989136,1.3575277728743006e-05,0.9922114014625549,0.2,-0.0006121397018432617,0.0
67712,1.1876421,529,2244,30,1902.2717834472655,-0.0003120254026725888,5280,3.6894344e-06,987.9070434570312,-1.4111316919326782,1.3575277728743006e-05,0.9922686219215393,0.2,0.000964045524597168,0.0
67840,-0.59201604,530,2244,30,9288.061547851563,-0.0003073631785809994,5290,5.643349e-06,5136.390625,-1.4112115800380707,1.3575277728743006e-05,0.9923274517059326,0.2,0.001449286937713623,0.0
67968,56.045277,531,2244,30,7861.428564453125,-0.00047112838365137577,5300,1.3001729e-05,3896.35400390625,-1.411239218711853,1.3575277728743006e-05,0.9923269152641296,0.2,0.0029505491256713867,0.0
68096,0.71843326,532,2244,30,4471.3729248046875,-0.00012622869107872247,5310,5.2731484e-06,2530.68701171875,-1.4112419664859772,1.3575277728743006e-05,0.9923457503318787,0.2,-0.0009133815765380859,0.0
68224,23.539328,533,2244,30,3232.1047485351564,-0.00013224175199866295,5320,1.3732351e-06,1563.708251953125,-1.4112586379051208,1.3575277728743006e-05,0.9923490285873413,0.2,1.9431114196777344e-05,0.0
68352,44.61953,534,2244,30,3561.41015625,-0.00012926394119858742,5330,1.927372e-06,1820.2000732421875,-1.4112412214279175,1.3575277728743006e-05,0.9923097491264343,0.2,6.514787673950195e-05,0.0
68480,-24.918348,535,2244,30,3200.025500488281,-8.633369579911233e-05,5340,1.0603108e-06,1596.0843505859375,-1.411214154958725,1.3575277728743006e-05,0.9923099875450134,0.2,-0.00030481815338134766,0.0
68608,2.9257746,536,2244,30,10506.113842773437,-2.76878010481596e-05,5350,4.4796616e-07,5279.10302734375,-1.411225175857544,1.3575277728743006e-05,0.9923219680786133,0.2,-0.0001609325408935547,0.0
68736,-1.0996044,537,2244,30,2599.9356689453125,-5.6730082724243404e-05,5360,7.301569e-07,1263.338134765625,-1.41121546626091,1.3575277728743006e-05,0.9922797679901123,0.2,-0.0007572174072265625,0.0
68864,-0.5368962,538,2244,30,521.1554824829102,-0.0003746096510440111,5370,3.0145515e-05,219.29641723632812,-1.411098152399063,1.3575277728743006e-05,0.9919990301132202,0.2,-0.00119781494140625,0.0
68992,2.5868256,539,2244,30,199.04941482543944,-0.00039941919967532156,5380,1.7161015e-05,114.30738067626953,-1.4107893705368042,1.3575277728743006e-05,0.9918438792228699,0.2,-0.004578709602355957,0.0
69120,3.3017924,540,2244,30,1697.6809875488282,-0.0001664451789110899,5390,8.557923e-06,1051.435546875,-1.410750788450241,1.3575277728743006e-05,0.9918444156646729,0.2,-0.0005362033843994141,0.0
69248,-3.4194987,541,2244,30,2430.736120605469,-0.0001395416329614818,5400,3.5045668e-06,1165.0714111328125,-1.4107495069503784,1.3575277728743006e-05,0.9918464422225952,0.2,0.0004940629005432129,0.0
69376,-9.835601,542,2244,30,4804.73603515625,3.803032450377941e-06,5410,5.2619725e-08,3271.29296875,-1.4107674539089203,1.3575277728743006e-05,0.9918917417526245,0.2,-7.915496826171875e-05,0.0
69504,1.065863,543,2244,30,1282.3349853515624,-8.299089968204499e-05,5420,7.1292743e-07,581.8345336914062,-1.4108319938182832,1.3575277728743006e-05,0.9919702410697937,0.2,0.0009415149688720703,0.0
69632,4.67989,544,2244,31,2735.6928100585938,-0.00016697607934474946,5430,1.928769e-06,1558.135986328125,-1.4108862280845642,1.3575277728743006e-05,0.9919713139533997,0.2,0.0017654895782470703,0.0
69760,-16.74128,545,2244,31,6427.5162353515625,-0.00014401036314666272,5440,2.2952445e-06,3414.53564453125,-1.4108627259731292,1.3575277728743006e-05,0.991950273513794,0.2,0.003726065158843994,0.0
69888,-13.967731,546,2244,31,2641.670025634766,-0.00018642910290509463,5450,3.178604e-06,1302.4876708984375,-1.4108706057071685,1.3575277728743006e-05,0.9919894337654114,0.2,-0.0003534555435180664,0.0
70016,1.4295855,547,2244,31,8899.34921875,9.174582082778215e-05,5460,8.1723556e-07,4066.2333984375,-1.4109112620353699,1.3575277728743006e-05,0.9920152425765991,0.2,0.0003122091293334961,0.0
70144,-8.145688,548,2244,31,6255.30478515625,-4.997975192964077e-05,5470,3.2689422e-07,3584.837158203125,-1.4109136700630187,1.3575277728743006e-05,0.9919880628585815,0.2,0.00026786327362060547,0.0
70272,-6.343402,549,2244,31,9008.204028320313,-9.1506727039814e-05,5480,1.1376105e-06,4532.85498046875,-1.4108684599399566,1.3575277728743006e-05,0.9919297099113464,0.2,0.0007263422012329102,0.0
70400,65.00446,550,2244,31,2102.1296447753907,-0.00011115579400211573,5490,1.6605482e-06,1138.4239501953125,-1.4108087718486786,1.3575277728743006e-05,0.9918748736381531,0.2,-0.0009551048278808594,0.0
70528,7.607553,551,2244,31,2028.9776916503906,-5.916780792176723e-05,5500,5.750917e-07,1132.098388671875,-1.4107545971870423,1.3575277728743006e-05,0.9918175935745239,0.2,-0.0009026527404785156,0.0
70656,-18.05284,552,2244,31,2436.506036376953,-0.0001587808132171631,5510,3.0966476e-06,1424.119140625,-1.4107176125049592,1.3575277728743006e-05,0.9918253421783447,0.2,-0.0008976459503173828,0.0
70784,62.21815,553,2245,31,3416.18330078125,-4.11077868193388e-05,5520,1.4854595e-07,1767.2188720703125,-1.4107047379016877,1.3575277728743006e-05,0.9917497038841248,0.2,0.0008240938186645508,0.0
70912,6.629335,554,2244,31,12461.86484375,-0.0001218531746417284,5530,1.4356337e-06,5951.03369140625,-1.410627645254135,1.3575277728743006e-05,0.9917088150978088,0.2,-0.00019073486328125,0.0
71040,14.862243,555,2244,31,1010.7186248779296,-0.00016573541797697543,5540,3.4817494e-06,496.3417663574219,-1.410620665550232,1.3575277728743006e-05,0.9917407631874084,0.2,0.00740504264831543,0.0
71168,-0.22873849,556,2244,31,386.82918548583984,-0.00025299591943621634,5550,1.614634e-05,203.60423278808594,-1.4106834650039672,1.3575277728743006e-05,0.9918528199195862,0.2,-0.0023543834686279297,0.0
71296,7.203277,557,2244,31,356.9734680175781,-0.0006658708676695824,5560,7.017981e-05,159.22853088378906,-1.4109349012374879,1.3575277728743006e-05,0.992294192314148,0.2,-0.0006171464920043945,0.0
71424,-0.28943712,558,2244,31,1834.5789978027344,-0.00040533875580877065,5570,2.178736e-05,806.677734375,-1.4113486111164093,1.3575277728743006e-05,0.9925313591957092,0.2,0.002257704734802246,0.0
71552,-8.505956,559,2244,31,3358.294287109375,-2.308860421180725e-05,5580,7.529743e-07,1817.85986328125,-1.4114593267440796,1.3575277728743006e-05,0.9925474524497986,0.2,0.0014722943305969238,0.0
71680,-1.0989761,560,2244,31,2572.5681396484374,-4.295150283724069e-05,5590,1.7834827e-07,1169.279052734375,-1.4114642560482025,1.3575277728743006e-05,0.9925780296325684,0.2,-0.0004633665084838867,0.0
71808,8.889217,561,2244,31,1287.5203796386718,-9.695915505290032e-05,5600,7.1851537e-07,593.476806640625,-1.4114987552165985,1.3575277728743006e-05,0.9925784468650818,0.2,0.003381788730621338,0.0
71936,-3.09367,562,2244,32,1344.192611694336,-0.0006283313734456897,5610,3.8041268e-05,569.1060180664062,-1.4115283250808717,1.3575277728743006e-05,0.9927051663398743,0.2,0.0020151138305664062,0.0
72064,-5.5963855,563,2244,32,6950.07900390625,-2.0263181068003177e-05,5620,8.189585e-06,3895.686767578125,-1.4116563737392425,1.3575277728743006e-05,0.992763102054596,0.2,0.001880347728729248,0.0
72192,18.884258,564,2244,32,3996.2267944335936,-6.219591014087201e-05,5630,5.043112e-07,2239.760009765625,-1.411682951450348,1.3575277728743006e-05,0.992784321308136,0.2,-3.409385681152344e-05,0.0
72320,-8.805892,565,2244,32,4541.061572265625,-7.387308869510889e-05,5640,6.807968e-07,2473.251708984375,-1.411699789762497,1.3575277728743006e-05,0.9927823543548584,0.2,0.00048798322677612305,0.0
72448,-7.240804,566,2244,32,5540.64013671875,-0.00020711030811071396,5650,4.632864e-06,3338.874755859375,-1.4116856813430787,1.3575277728743006e-05,0.9927634000778198,0.2,0.00011050701141357422,0.0
72576,6.8802495,567,2244,32,5611.458154296875,-0.0001215506112203002,5660,1.941342e-06,3209.1826171875,-1.4116667330265045,1.3575277728743006e-05,0.9927417039871216,0.2,0.0009518861770629883,0.0
72704,-9.53714,568,2244,32,3343.62314453125,-5.604662001132965e-05,5670,9.56934e-07,1456.221923828125,-1.411655604839325,1.3575277728743006e-05,0.99275141954422,0.2,0.0014908313751220703,0.0
72832,-1.8130391,569,2244,32,1982.0974670410155,-0.00021798210218548775,5680,6.794464e-06,950.0918579101562,-1.4116928696632385,1.3575277728743006e-05,0.9928261637687683,0.2,0.000303804874420166,0.0
72960,-2.1823726,570,2244,32,1379.6397888183594,-0.000184713676571846,5690,1.7024577e-05,707.7684936523438,-1.4117412507534026,1.3575277728743006e-05,0.992822527885437,0.2,0.0026677846908569336,0.0
73088,12.074318,571,2244,32,3141.496337890625,-6.297961808741093e-05,5700,1.8347055e-06,1509.397705078125,-1.4117487251758576,1.3575277728743006e-05,0.9928577542304993,0.2,-1.3113021850585938e-06,0.0
73216,-0.7985017,572,2244,32,9453.560766601562,-0.0001299615716561675,5710,1.9166619e-06,4224.4150390625,-1.4117794513702393,1.3575277728743006e-05,0.9928702712059021,0.2,-0.0007249116897583008,0.0
