date,A2C Agent 1,A2C Agent 2,A2C Agent 3,SAC Agent 1,SAC Agent 2,SAC Agent 3,PPO Agent 1,PPO Agent 2,PPO Agent 3,TD3 Agent 1,TD3 Agent 2,TD3 Agent 3,mvo,djia
2025-02-26 14:30:00+00:00,996983.7176098634,996983.7176098634,1514824.2693595178,995134.998891327,995134.998891327,1459136.745035032,996934.8426637268,996934.8426637268,1509091.7300908207,995134.998891327,995134.998891327,1459136.745035032,904772.4123275183,1000224.1982704629
2025-02-26 15:30:00+00:00,1011358.2963166505,1011358.2963166505,1590514.2371116318,1010123.9909567566,1010123.9909567566,1517327.6658535376,1011512.9900432893,1011512.9900432893,1582980.3253644747,1010123.9909567566,1010123.9909567566,1517327.6658535376,918401.1936110735,999058.7061476789
2025-02-26 16:30:00+00:00,1012402.424764267,1012402.424764267,1622462.5963859146,1011205.6407980652,1011205.6407980652,1538127.6688437853,1012570.7666201477,1012570.7666201477,1613781.0597271658,1011205.6407980652,1011205.6407980652,1538127.6688437853,919384.6866337023,998005.1348003248
2025-02-26 17:30:00+00:00,995741.5849052583,995741.5849052583,1634083.8499517925,994564.4352926941,994564.4352926941,1534592.065881556,995907.7451662903,995907.7451662903,1623842.0486504443,994564.4352926941,994564.4352926941,1534592.065881556,904253.6258433984,990482.3642733189
2025-02-26 18:30:00+00:00,992036.1203361665,992036.1203361665,1686231.8309032705,990863.3375143738,990863.3375143738,1559277.6566783907,992201.7953982239,992201.7953982239,1673163.018850709,990863.3375143738,990863.3375143738,1559277.6566783907,900888.3927503664,991415.1860350696
2025-02-26 19:30:00+00:00,998527.6169487153,998527.6169487153,1693886.973794628,997347.184071991,997347.184071991,1568137.77576561,998694.1420168763,998694.1420168763,1680942.2034092876,997347.184071991,997347.184071991,1568137.77576561,906783.8476431409,991211.588321678
2025-02-26 20:30:00+00:00,1004484.4676262055,1004484.4676262055,1701243.6025106923,1003297.0147604676,1003297.0147604676,1576652.392335129,1004651.7726931458,1004651.7726931458,1688418.0367573253,1003297.0147604676,1003297.0147604676,1576652.392335129,912193.7471729735,991873.2140052754
2025-02-27 14:30:00+00:00,973630.9806343232,973630.9806343232,1661045.3367721671,972479.887776825,972479.887776825,1530126.6218044283,973794.2457003479,973794.2457003479,1647568.41023137,972479.887776825,972479.887776825,1530126.6218044283,884173.1917137246,1000146.3442171159
2025-02-27 15:30:00+00:00,964466.5456749116,964466.5456749116,1648548.6179497794,963326.2528586121,963326.2528586121,1515662.8268711092,964628.6107363587,964628.6107363587,1634869.1982799158,963326.2528586121,963326.2528586121,1515662.8268711092,875850.2245852301,999057.3684491678
2025-02-27 16:30:00+00:00,970576.1689811859,970576.1689811859,1674097.9774795924,969428.6761374206,969428.6761374206,1525279.353014286,970739.0340456847,970739.0340456847,1658812.9514105557,969428.6761374206,969428.6761374206,1525279.353014286,881398.8693375597,998097.7927171948
2025-02-27 17:30:00+00:00,974623.7696586762,974623.7696586762,1695077.7230930743,973471.5068258973,973471.5068258973,1531643.6569153056,974787.1647219544,974787.1647219544,1678012.0659223832,973471.5068258973,973471.5068258973,1531643.6569153056,885074.823996764,998094.5822407681
2025-02-27 18:30:00+00:00,945106.7809730684,945106.7809730684,1676117.4801135636,943989.3031210634,943989.3031210634,1485262.7955133305,945266.3110384828,945266.3110384828,1654291.3773484384,943989.3031210634,943989.3031210634,1485262.7955133305,858268.0511132744,993480.6817161316
2025-02-27 19:30:00+00:00,931092.8929649506,931092.8929649506,1653867.8733465956,929991.9301047059,929991.9301047059,1463239.1365014894,931250.5880312806,931250.5880312806,1631681.2445458944,929991.9301047059,929991.9301047059,1463239.1365014894,845540.9021127585,987577.9532659864
2025-02-27 20:30:00+00:00,916582.5813118136,916582.5813118136,1638974.2125612888,915498.7184653017,915498.7184653017,1440439.0818153338,916738.3763766176,916738.3763766176,1614129.3311893577,915498.7184653017,915498.7184653017,1440439.0818153338,832362.910512824,987371.3234359695
2025-02-28 14:30:00+00:00,937355.2306343232,937355.2306343232,1680948.029350608,936246.887776825,936246.887776825,1473088.4882750271,937513.7457003479,937513.7457003479,1654109.651083794,936246.887776825,936246.887776825,1473088.4882750271,851228.2391717873,992917.8673625552
2025-02-28 15:30:00+00:00,928419.8963524019,928419.8963524019,1669764.0426670536,927322.0835470888,927322.0835470888,1459050.2280826082,928577.2414126283,928577.2414126283,1640706.799815764,927322.0835470888,927322.0835470888,1459050.2280826082,843113.3369612405,989943.0934135382
2025-02-28 16:30:00+00:00,933162.4901329194,933162.4901329194,1678249.9893673707,932059.0883078309,932059.0883078309,1466503.49645419,933320.456195343,933320.456195343,1649080.5650724166,932059.0883078309,932059.0883078309,1466503.49645419,847420.4712596309,991010.3984656064
2025-02-28 17:30:00+00:00,920934.9115272675,920934.9115272675,1656258.9206036378,919845.9195761414,919845.9195761414,1447287.128976773,921091.2764925843,921091.2764925843,1627470.5574201338,919845.9195761414,919845.9195761414,1447287.128976773,836315.6147958498,986760.1735761916
2025-02-28 18:30:00+00:00,920095.5943199311,920095.5943199311,1654749.4244869996,919007.591481659,919007.591481659,1445968.0920352447,920251.8493838196,920251.8493838196,1625987.2178434127,919007.591481659,919007.591481659,1445968.0920352447,835553.3627248842,988698.6770785985
2025-02-28 19:30:00+00:00,930901.9563118136,930901.9563118136,1674193.8578338323,929801.2184653017,929801.2184653017,1462959.6467618407,931059.6263766176,931059.6263766176,1645085.8463370437,929801.2184653017,929801.2184653017,1462959.6467618407,845367.4970425362,994439.9899084024
2025-02-28 20:30:00+00:00,955073.0683036956,955073.0683036956,1717675.4807578705,953943.845448944,953943.845448944,1500955.5728622796,955233.9033694152,955233.9033694152,1687804.26094435,953943.845448944,953943.845448944,1500955.5728622796,867319.2454545858,1000670.0977741678
2025-03-03 14:30:00+00:00,912764.0813118136,912764.0813118136,1641583.5681831029,911684.7184653017,911684.7184653017,1434464.481874121,912919.3763766176,912919.3763766176,1613030.8685874778,911684.7184653017,911684.7184653017,1434464.481874121,828895.0207715675,1001830.7741823118
2025-03-03 15:30:00+00:00,910549.3443199311,910549.3443199311,1637606.0900504333,909472.591481659,909472.591481659,1430989.1626977155,910704.3493838196,910704.3493838196,1609116.944718344,909472.591481659,909472.591481659,1430989.1626977155,826883.6383717428,998186.169998829
2025-03-03 16:30:00+00:00,904363.3929649506,904363.3929649506,1626491.781693996,903293.9301047059,903293.9301047059,1421277.7135865972,904517.5880312806,904517.5880312806,1598184.8664942554,903293.9301047059,903293.9301047059,1421277.7135865972,821265.6739239625,999620.0936228434
